name	degree	betweenness_centrality	closeness_centrality	eigenvector_centrality	Abundance	module	z	p	taxa_roles
otu539	11	1335.33333333333	8.05974758784786e-05	2.82197787196531e-05	NA	M1	-1.08794480114485	0.165289256198347	Peripheral nodes
otu540	56	5618	8.61988728405688e-05	0.0102797119100448	NA	M3	-0.979449259375188	0.278698979591837	Peripheral nodes
otu541	58	20474	8.57359582202812e-05	0.0118514999905443	NA	M3	-0.957750691167492	0.266944114149822	Peripheral nodes
otu557	11	20309	6.09124205301203e-05	1.69770886530111e-10	NA	M2	-0.806483472368899	0.165289256198347	Peripheral nodes
otu574	299	6459.069800997	9.47751234839082e-05	0.516178482449573	NA	M1	0.481591992397431	0.23176474536079	Peripheral nodes
otu576	126	2243.43571428571	8.90168335932851e-05	0.207663454804179	NA	M1	-0.577372591197363	0.401234567901235	Peripheral nodes
otu577	220	408.8221038784	9.65694298761894e-05	0.262337373006066	NA	M3	-0.578025747532804	0.472066115702479	Peripheral nodes
otu578	276	798.729325555551	8.77103334370819e-05	0.105873936935734	NA	M3	1.42909181167912	0.049438143247217	Peripheral nodes
otu579	200	378.07868380191	8.70113690865954e-05	0.0921146418621085	NA	M3	0.626244787994351	0.04875	Peripheral nodes
otu580	188	716.333333333333	8.92425575887907e-05	0.248176435995885	NA	M3	-0.436985054182776	0.499490719782707	Peripheral nodes
otu581	387	28244.9313644688	0.000102498365039697	0.739409487898497	NA	M1	1.06150116912791	0.16873985938345	Peripheral nodes
otu582	368	657.942077613412	9.27369201615546e-05	0.384772871493331	NA	M3	1.01681901573289	0.467376535916824	Peripheral nodes
otu583	349	1293.93652597403	9.45767880904212e-05	0.706149631698609	NA	M1	1.02998436604473	0.0170441950394495	Peripheral nodes
otu584	468	1014.58439291409	0.00010106199041364	0.93152222186609	NA	M1	1.50273641229241	0.180683395426985	Peripheral nodes
otu585	455	3733.26341991342	9.68864941738751e-05	0.910924193138825	NA	M1	1.67923050955821	0.0260258422895786	Peripheral nodes
otu586	420	2707.10492415491	9.94740000794268e-05	0.755717376333264	NA	M1	0.948040678028471	0.328469387755102	Peripheral nodes
otu587	426	3309.23888675163	0.00010209182589827	0.824805398185044	NA	M1	1.01737764481146	0.310873063104763	Peripheral nodes
otu588	478	2592.1446690727	9.91692428154309e-05	0.937445746070249	NA	M1	1.45861288797596	0.23192871273262	Peripheral nodes
otu589	426	3309.23888675163	0.00010209182589827	0.824805398185044	NA	M1	1.01737764481146	0.310873063104763	Peripheral nodes
otu590	495	1956.99699642464	9.86232676144644e-05	0.999799010618131	NA	M1	1.85572460682401	0.0700826446280992	Peripheral nodes
otu591	359	5662.83333333333	9.52946385577604e-05	0.682168379095641	NA	M1	0.89131043247875	0.175976288203847	Peripheral nodes
otu592	276	766.841586127381	8.76850313134418e-05	0.114046516914968	NA	M3	1.47248894809451	0.0215028355387523	Peripheral nodes
otu593	420	2707.10492415491	9.94740000794268e-05	0.755717376333264	NA	M1	0.948040678028471	0.328469387755102	Peripheral nodes
otu594	450	667.973293751315	0.000100323410373585	0.846973090703325	NA	M1	1.20647846331053	0.280730864197531	Peripheral nodes
otu595	465	34.3331054689864	9.89700083262736e-05	0.899367579799452	NA	M1	1.2001751026939	0.317410105214476	Peripheral nodes
otu596	200	378.07868380191	8.70113690865954e-05	0.0921146418621085	NA	M3	0.626244787994351	0.04875	Peripheral nodes
otu598	200	378.07868380191	8.70113690865954e-05	0.0921146418621083	NA	M3	0.626244787994351	0.04875	Peripheral nodes
otu599	426	4904.31975907511	9.91785757339015e-05	0.780018270502871	NA	M1	0.973254120495013	0.330545085851573	Peripheral nodes
