name	degree	betweenness_centrality	closeness_centrality	eigenvector_centrality	Abundance	module	z	p	taxa_roles
otu2547	369	14.3666666666666	9.93788775983278e-05	0.934472785257801	NA	M2	1.183520498078	0.00540536570677363	Peripheral nodes
otu2548	13	889	7.73146308638754e-05	0.000243381663190369	NA	M4	-0.698286654555251	0.142011834319527	Peripheral nodes
otu2549	3	0	0.202030456852792	1.69717337438669e-18	NA	M42	-0.447213595499958	0	Peripheral nodes
otu2550	10	143	8.52073988595427e-05	0.0116922138694395	NA	M10	-0.441261304060914	0.42	Peripheral nodes
otu2551	9	1889	8.852267269214e-05	0.000988781574840707	NA	M10	1.12766777704456	0.345679012345679	Peripheral nodes
otu2554	169	7664.70000000001	0.000104440595084315	0.414204773074091	0.19920479394001	M2	-0.385879662783076	0	Peripheral nodes
otu2555	397	823.256166056167	0.000100238581337028	0.910544567939413	0.0137636276033428	M2	1.41222705418339	0	Peripheral nodes
otu2558	8	9.83333333333333	8.63541166305263e-05	0.000356563007906731	0.0112514359911051	M10	1.12766777704456	0.21875	Peripheral nodes
otu2559	284	3466.74017094017	9.83184470468457e-05	0.73316934204754	0.0282090719928889	M2	0.521060128669307	0	Peripheral nodes
otu2560	4	15	7.32312924858414e-05	5.52614456719476e-06	NA	M4	-1.16681447438587	0	Peripheral nodes
otu2561	211	72486.3858974359	0.000105072931554395	0.509087836988725	0.101146474975276	M2	-0.0625359110478785	0.00943375036499627	Peripheral nodes
otu2562	61	457.240740740741	8.57648472711007e-05	0.00307879623467096	NA	M4	1.7614843995555	0.203171190540177	Peripheral nodes
otu2563	231	1399.45238095238	9.8153816111364e-05	0.530594097541886	NA	M2	0.103079181304296	0	Peripheral nodes
otu2565	326	1293.39285714286	9.88538539071688e-05	0.831969038231328	NA	M2	0.836517447435353	0.0121946629530656	Peripheral nodes
otu2566	331	132.234798534799	9.88569111041457e-05	0.865970418825003	NA	M2	0.891722478219411	0	Peripheral nodes
otu2567	360	152.754810385693	9.91767686529503e-05	0.912964773690154	NA	M2	1.12042903432479	0	Peripheral nodes
otu2568	372	182.887526362526	9.95835682253114e-05	0.936742043763965	NA	M2	1.20717979698546	0.00536189154815581	Peripheral nodes
otu2569	156	104.916666666667	9.61752608103955e-05	0.417787679098995	0.392641557041421	M2	-0.488403291382041	0	Peripheral nodes
otu2570	341	278.705764411028	9.88533431330169e-05	0.896244563214594	NA	M2	0.970586807910923	0	Peripheral nodes
otu2571	371	121.071428571429	9.93898796377839e-05	0.956034615547661	NA	M2	1.20717979698546	0	Peripheral nodes
otu2572	339	469.15	9.90072649844239e-05	0.880473801720013	NA	M2	0.95481394197262	0	Peripheral nodes
otu2573	362	817.146103569632	9.91229493711493e-05	0.912569924191174	NA	M2	1.1362019002631	0	Peripheral nodes
