	otus	S2441YD	S2441YG	S2442YD	S2442YG	S2443YD	S2443YG	S2444YD	S2444YG	S2445YD	S2445YG	S2446YD	S2447YD	S2447YG	S2451YD	S2451YG	S2452YD	S2452YG	S2453YD	S2453YG	S2454YD	S2455YD	S2455YG	S2456YD	S2456YG	S2457YD	S2461YD	S2461YG	S2462YD	S2462YG	S2463YD	S2463YG	S2464YD	S2464YG	S2465YD	S2465YG	S2466YD	S2466YG	S2467YD	S2467YG	taxa	staxa
1649	otu2265	0	3.6425e-05	0	0	0	0.000367677	0	0.0001399913	5.09188e-05	3.69903e-05	0.0010518561	0	5.1477e-05	0	5.77337e-05	0	0	0	0	0.0003519324	4.16861e-05	0	0.0003279453	0.0017729005	0	0	0.0002266094	0	0	4.90025e-05	9.70418e-05	4.52376e-05	0	4.55457e-05	0	6.5336e-05	0.0003110497	0.0002129775	3.26914e-05	CRT	RT
1650	otu2266	0	0	0	0	0	0.0002830529	0	0.0002851675	0	0	0.0006515664	0	0	0	0	0	0	0	0	0	0	0	0.0007984756	0.0014489486	0	0	0.0004659497	0	0	0	0.00022077	0.0001761885	0	0.0001606086	0	0	0.0011418279	0.0003549625	0	CRT	RT
1651	otu2267	0.0002686333	0.0007125645	4.65914e-05	0.0001215198	0.0002775286	0.0018383848	0.0001023749	0.0064188623	0.0003767988	0.0014722151	0.0019780738	0.0002408131	0.0028586877	0.0004778291	0.0003556393	0.0003262783	0.0001335179	0.0001783545	0.0003339031	0.0058068841	0.0003142487	0.0001889247	0.0115778961	0.0039993337	0.0008841566	0.0002291566	0.0035875578	0.0002817343	9.93037e-05	0.0012337091	0.0021979957	0.0009642752	0.0004328429	0.0013280171	0.0004257964	0.0003582217	0.0091621846	0.0012629193	0.0008238235	CRAT	AT
1652	otu2268	0	0.000213997	0	0	0	0.0015407415	0	0.0010577124	0	0.0002342721	0.0033191903	0	0.0004392701	0.0003384623	0.0002632655	0	0.000142726	0.0001490359	0.0001705037	0	0	0	0.0028374401	0.0056779937	0.0003948121	0.0001350818	0.0013774796	0.0002530833	0	0.0003949022	0.0005725464	0.0004166621	0.0001977455	0.0002109486	0.0002308265	0.0002748619	0.0028939431	0.0008855381	0.0001220479	CRT	RT
1653	otu2269	4.36242e-05	7.51266e-05	4.36794e-05	0	4.09468e-05	0.0005456793	0	0.0004251589	0	0.0001380972	0.0012768364	3.40773e-05	0.0002779756	0.0002737562	0.0001154673	0	8.51752e-05	5.86371e-05	5.44665e-05	0.0005059028	0	5.11208e-05	0.0025380117	0.0021675329	0.0001028736	6.03044e-05	0.0010490233	0.0001432547	0	0.0002968973	0.0004391139	0.0002452354	0.0001603935	0.0005513428	0.000134462	0.0001396839	0.0015473737	0.0002764971	9.15359e-05	CRT	RT
1654	otu2270	0	7.285e-05	0	0	0	0.0007295178	4.6534e-05	0.0004147892	5.77079e-05	0.0001430293	0.0019021064	0	0.0001166811	5.72399e-05	8.08271e-05	0	0	0	4.73621e-05	0.0003299366	0.0001122317	0.0001044642	0.0012262304	0.0029037872	9.17521e-05	3.13583e-05	0.0006390894	3.82013e-05	0	0.0001181824	0.0002886992	0.0003261869	7.47038e-05	8.39e-05	6.27489e-05	0.0001284191	0.0011418279	0.0004222186	6.53828e-05	CRT	RT
1655	otu2271	0	0	0	0	0	0.0005194167	0	0	0	0	0.0006369573	0	0	0	0	0	0	0	0	0	0	0	0.0013402983	0.0016550998	0	0	0.0005372425	0	0	0.0002478948	0.0002183439	0	0	0.00018458	0	0.0002613441	0.0010433945	0	0.0001525599	CRT	RT
1656	otu2273	6.65843e-05	9.56157e-05	0.0006260716	4.81493e-05	3.18475e-05	0.0007937153	0	0.0008140237	7.80754e-05	0.0001972818	0.0017209534	3.18055e-05	0.0003809296	8.9593e-05	0.0001385608	2.87125e-05	3.45305e-05	2.44321e-05	5.20984e-05	0.0008358394	0.0001507111	3.55623e-05	0.0045627177	0.0030215879	0.0002585741	8.20139e-05	0.0013596564	0.0001098286	0	0.0004208447	0.0005167473	0.0003476152	0.0001296331	0.0003763514	0.0001703186	0.0001824903	0.0022915305	0.0004371644	0.0002419164	CRT	RT
1657	otu2274	5.28083e-05	3.87016e-05	0	0	0	0.0008666671	0	0.0003784951	6.11025e-05	6.41166e-05	0.0016070023	0	9.95221e-05	5.97286e-05	0.0001247047	0	0	0	3.07854e-05	0.0004179197	7.69589e-05	3.1117e-05	0.0009695775	0.0030745982	4.44859e-05	5.548e-05	0.0006543665	3.34261e-05	0	9.80049e-05	0.0002523086	0.0002047597	5.71265e-05	8.62971e-05	4.70617e-05	0.000202767	0.0011182039	0.0005268391	6.75622e-05	CRT	RT
1658	otu2275	0	5.69141e-05	0	0	3.41224e-05	0.0006769925	0	0.0004821924	0	0.000110971	0.001200869	0	9.95221e-05	0.000186652	0.0001154673	0	6.44569e-05	3.66482e-05	5.44665e-05	0.0006158817	0	0	0.0012547474	0.0020968524	0.0001501398	4.58313e-05	0.0008275062	0.0001098286	0	0.0002248348	0.0003129597	0.0001785695	9.0084e-05	0.0002061543	0.0001187748	0.0001734784	0.0013820055	0.0003063887	8.06388e-05	CRT	RT
1659	otu2276	0	6.14672e-05	0	0	0	0.0009629635	0	0.0004562681	0	9.86409e-05	0.002188445	0	0.0001509991	0	0.0001016112	0	0	0	4.97303e-05	0.0006598732	0	3.1117e-05	0.0009980945	0.0037872925	7.22895e-05	4.1007e-05	0.0005321502	0	0	0.0001124174	0.0001625449	0.0001761885	3.51548e-05	7.91057e-05	4.03386e-05	0.0001802373	0.0009410237	0.0005156298	5.44857e-05	CRT	RT
1660	otu2277	0	7.74032e-05	0.0012259356	0	0	0.0008374864	0	0.0003525708	0	0.0001233011	0.0021095558	0	0.0001818853	0	8.08271e-05	0	3.68325e-05	3.17618e-05	4.02578e-05	0.000483907	0.0001507111	4.00076e-05	0.0007842171	0.0034810106	7.50699e-05	4.82435e-05	0.0006416356	0	0	0.0001412424	0.0002110658	0.0001309509	5.71265e-05	0.0001054743	6.7231e-05	0.0001757314	0.000897713	0.0003699083	5.88445e-05	CRT	RT
1661	otu2278	4.59202e-05	5.91907e-05	0	0	0	0.0003180697	0	0.0001970249	0	0	0.0006340355	0	6.17724e-05	5.72399e-05	6.0043e-05	0	0	0	0	0.0008798309	0	0	0.0004562718	0.001178007	5.00466e-05	0	0.000280079	4.05888e-05	0	0.0001181824	0.0001722491	0.0001880932	0.0002197172	9.34886e-05	4.25796e-05	8.56127e-05	0.0004567312	0.0002017682	4.5768e-05	CRT	RT
1662	otu2279	5.51043e-05	0	0	3.8978e-05	0	0.0003764312	0	0.0003940497	0	4.93204e-05	0.0006837064	0	0.0001475673	6.22173e-05	4.84963e-05	0	4.83427e-05	3.4205e-05	0	0	0	0	0.0006416322	0.0021380827	9.17521e-05	4.34191e-05	0.0003462795	3.82013e-05	0	9.51224e-05	0.0001576929	8.33324e-05	3.73519e-05	5.27371e-05	3.58565e-05	0.0001261661	0.0007559688	0.0003213345	3.48708e-05	CRT	RT
1663	otu2280	0	0.0001024454	0	0	4.77713e-05	0.0014240187	0.0001116817	0.0006169989	6.78917e-05	0.0001972818	0.0032198483	0	0.0002093397	6.4706e-05	0.0001593449	0	0	0	8.99881e-05	0.0008358394	0.0001218516	6.00114e-05	0.0009695775	0.007085712	0.0001473594	4.58313e-05	0.000794406	0	0	0.0001643024	0.0002886992	0.0001595221	7.25067e-05	0.0001270486	8.51593e-05	0.0004438344	0.001236324	0.0007061886	8.71771e-05	CRT	RT
1664	otu2281	3.67362e-05	5.91907e-05	0	0	0	0.0006945009	0	0.0002540584	0	5.42525e-05	0.0014229275	0	0.0001201129	0	6.92804e-05	0	0	0	0	0.0004399155	0	0	0.0006131152	0.0023030037	4.17055e-05	0	0.000471042	0	0	5.47675e-05	0.0001237282	0.0001071417	3.07604e-05	0.00011746	3.58565e-05	0.0001239132	0.0007480941	0.0004222186	7.41005e-05	CRT	RT
1665	otu2282	5.05122e-05	5.2361e-05	0	0	0	0.0005398432	0	0.0002799827	0	3.45243e-05	0.0010080287	0	9.95221e-05	0	7.62084e-05	0	0	0	3.55216e-05	0	0	0	0.0005703397	0.002026172	3.89251e-05	3.61826e-05	0.0003691951	0	0	8.93574e-05	0.000111598	0.0001095226	0	7.67086e-05	0	0.0001081424	0.0007362821	0.0002615513	4.35885e-05	CRT	RT
1666	otu2283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001413608	0	0	3.31002e-05	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
1667	otu2285	4.36242e-05	9.78922e-05	4.65914e-05	4.12709e-05	0	0.0013189681	0	0.0005392259	0.0001018375	0.0001011069	0.0029890243	0	0.0002162033	6.4706e-05	0.0001477982	0	5.29468e-05	4.15346e-05	6.39389e-05	0.0013197464	7.69589e-05	0	0.0012690059	0.0049417393	8.89717e-05	5.548e-05	0.0006925591	4.29764e-05	0	0.0001297124	0.0002523086	0.0001428556	5.93236e-05	0.0001102686	7.84362e-05	0.0002365615	0.0011969506	0.0006202503	0.0001155096	CRT	RT
1668	otu2286	0	5.2361e-05	0	0	6.14203e-05	0.0004406287	0	0.0001088822	0	0	0.0008444067	0	0.0001201129	0	0	3.91534e-05	0	0	0	0.0004179197	0	0	0.0004705303	0.0010837664	4.72662e-05	2.89461e-05	0.0002979022	0	0	4.90025e-05	8.97636e-05	5.23804e-05	0	3.59571e-05	0	7.43479e-05	0.0003819217	0.0002129775	3.48708e-05	CRT	RT
1669	otu2287	3.90322e-05	9.56157e-05	0	0	0	0.0012080814	0	0.0002903524	8.147e-05	6.90486e-05	0.0035441706	0	0.0002024761	0	0.0001039206	0	0	0	5.20984e-05	0.0008798309	0.0001058185	0	0.0008127341	0.0044940967	4.72662e-05	0	0.000471042	0	0	7.78274e-05	0.0001746752	9.52371e-05	5.93236e-05	6.712e-05	3.13745e-05	0.0002140318	0.0007874675	0.0005567307	7.628e-05	CRT	RT
1670	otu2288	3.67362e-05	7.96797e-05	0	0	0	0.000904602	0	0.0003473859	0.0001120213	0.000108505	0.0021738359	0	0.0001818853	6.4706e-05	0.0001524169	0	0	0	7.34113e-05	0.0007258605	0.0001026118	0	0.0006701492	0.0038049626	9.45325e-05	6.75409e-05	0.0006059892	0	0	9.51224e-05	0.0002013616	8.80943e-05	6.3718e-05	7.43114e-05	5.82669e-05	0.0002185378	0.0008347156	0.0004296915	5.88445e-05	CRT	RT
1671	otu2289	0	6.37438e-05	0	0	0	0.0005923684	0	0.0004044194	6.44971e-05	9.12428e-05	0.0012709927	0	7.89314e-05	0	6.6971e-05	0	0	0	5.68346e-05	0.0006378774	0	0	0.0003707208	0.0021557528	0	0	0.0004506726	0	0	6.62975e-05	0.0002110658	0.0001142845	0	6.95171e-05	4.03386e-05	0.0001216602	0.0007480941	0.0003288074	6.97417e-05	CRT	RT
1672	otu2291	5.28083e-05	0.0001069985	0	0	0	0.0006857467	0	0.0003577557	7.12863e-05	0.0001035729	0.0017121879	0	0.0001441355	0	6.92804e-05	0	0	0	0	0.0005718901	0	0	0.000983836	0.0029096773	6.67288e-05	0	0.0006289047	0	0	0.0001124174	0.0002498825	0.000192855	7.03095e-05	9.82829e-05	9.63644e-05	0.0002185378	0.0009252743	0.0004707924	8.93565e-05	CRT	RT
1673	otu2292	0	0	0	0	0	0.0003063975	0	0.0002592432	0	0	0.0006632537	0	0	0	0	0	0	0	0	0.0004399155	0	0	0.0007271831	0.0016963301	0	0	0.0003259101	0	0	0	0.0001407105	9.7618e-05	5.49293e-05	4.31486e-05	0	0.0001149013	0.0005118539	0.0001494579	0	CRT	RT
1674	otu2293	0	7.96797e-05	0	0	0	0.0011526381	0	0.0004096043	0.0001052321	0.0001405633	0.0025858128	0	0.0001681581	4.47965e-05	0.0001501075	0	5.98529e-05	0	4.97303e-05	0.0021555858	8.97854e-05	0	0.0010836455	0.0048003785	4.72662e-05	4.34191e-05	0.0007307517	0	0	0.0001614199	0.0002450304	0.000195236	7.90982e-05	0.0001030771	4.70617e-05	0.0002252967	0.0014174415	0.0005754129	0.0001220479	CRT	RT
1675	otu2294	5.05122e-05	0.0001024454	0	0	0	0.0015057247	0	0.0004355286	9.16538e-05	0.0001528934	0.0031351154	0	0.0002642484	0	0.0002471	0	0	0	6.6307e-05	0.0010997887	8.33721e-05	6.00114e-05	0.0011691964	0.0058016844	8.3411e-05	5.78922e-05	0.0007434825	0	0	0.0001556549	0.0002838471	0.0001428556	7.6901e-05	0.0001270486	9.63644e-05	0.0002568382	0.0014371282	0.0007697082	5.44857e-05	CRT	RT
1676	otu2295	4.82162e-05	8.42329e-05	0	0	0	0.0009775538	0	0.0003992346	0	0.0001035729	0.0021183212	0	0.0001715899	0	9.00645e-05	0	0	0	4.97303e-05	0.0012977506	4.80993e-05	0	0.0007699586	0.004046454	7.22895e-05	0	0.0005525195	0	0	8.93574e-05	0.0001310064	0.0001380937	3.95491e-05	0.0001078714	5.82669e-05	0.0001960081	0.0010473318	0.0004334279	4.35885e-05	CRT	RT
1677	otu2296	0	5.69141e-05	0	0	0	0.0005077444	0	0.0002073946	0	5.67185e-05	0.0010869179	0	6.8636e-05	0	8.54458e-05	0	0	0	3.78897e-05	0	0	0	0.0002851699	0.0020968524	0	3.37704e-05	0.0004099339	0	0	7.49449e-05	0.0001140241	7.14278e-05	0	5.51343e-05	0	0.0001081424	0.0005472899	0.0003362803	3.48708e-05	CRT	RT
1678	otu2298	0	2.50422e-05	0	0	0	0	0	0	0	0	0	0	3.77498e-05	2.48869e-05	0	0	0	0	0	0	0	0	0	5.89003e-05	0	0	4.58311e-05	3.10385e-05	0	3.459e-05	5.82251e-05	0	0	0	0	0	4.33107e-05	0	0	ART	RT
1679	otu2301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001884811	0	0	0	0	0	0	0	0	0	0	0	9.46246e-05	0.0001259948	0	0	CRT	RT
1680	otu2304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.99995e-05	0.000127436	0	0	0	0	0	0	CRT	RT
1681	otu2305	0	0	0	0	0	3.50169e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002297114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
1682	otu2306	0	0	0	0	0	7.87879e-05	0	0	0	0	0.000131482	0	0	0	0	0	0	0	0	0	0	0	0	0.0003651822	0	0	3.81926e-05	0	0	0	0	0	0	0	0	4.50593e-05	9.44961e-05	0	0	CRT	RT
1683	otu2309	2.29601e-05	5.00844e-05	0	0	0	8.46241e-05	0	0.00019184	0	3.45243e-05	0.0001139511	0	0.0001304083	4.23078e-05	5.08056e-05	0	0	6.35235e-05	6.15708e-05	0	0	0	0.0004990472	0.000506543	0	0	6.62005e-05	0.0002530833	0	2.8825e-05	3.63907e-05	0	0	3.59571e-05	0	2.92886e-05	0.0002559269	5.97832e-05	0.000239737	CRT	RT
1684	otu2312	0	0	2.91196e-05	0	0	0	0	0	5.43133e-05	3.94564e-05	0	0	0	0	0	9.91886e-05	0	0	2.60492e-05	0	0	0	0.0001568434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
1685	otu2315	0	2.27656e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
1686	otu2320	0	0	0	0	0	0.0001371493	0	0	0	0	0.0001665439	0	0	0	0	0	0	0	0	0	0	0	0	0.0003592921	0	0	3.81926e-05	0	0	0	3.15386e-05	0	0	0	0	2.25297e-05	7.08721e-05	5.23103e-05	0	CRT	RT
1687	otu2321	0	0	0	0	0	4.96072e-05	0	0	0	0	0.0001519348	0	5.83406e-05	0	0	0	0	0	0	0	5.77192e-05	0	0	0.0003946323	0	0	3.81926e-05	3.82013e-05	0	0	0	0	0	0	0	0	0.0001063081	0	0	CRT	RT
1688	otu2325	2.98481e-05	4.78078e-05	6.11512e-05	0	0	0.000285971	0	0	6.44971e-05	0	0.0003214005	0	4.46134e-05	0	4.84963e-05	0	0	0	0	0	0	0	0.0001568434	0.0007362544	0	2.65339e-05	7.3839e-05	0	0	3.17075e-05	4.60948e-05	0	0	3.59571e-05	0	3.37945e-05	8.26841e-05	7.09925e-05	0	CRT	RT
1689	otu2326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.47904e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
1690	otu2329	0	3.87016e-05	0	0	0	0.0002684625	0	9.33276e-05	0	2.46602e-05	0.0004821007	0	0	0	0	0	0	0	0	0	0	0	0.0001996189	0.000842275	0	0	9.16622e-05	0	0	3.74725e-05	4.60948e-05	0	0	0	0	3.60475e-05	0.0001771802	6.72561e-05	0	CRT	RT
1691	otu2330	0	0	0	0	0	0.0001867566	0	0.0001244367	0	0	0.0004821007	0	5.49088e-05	0	3.23308e-05	0	0	0	0	0.0003959239	0	0	0	0.0008952853	0	2.65339e-05	0.0001374933	0	0	0	5.5799e-05	2.61902e-05	0	2.87657e-05	0	6.5336e-05	0.0001614308	0.0001270392	3.0512e-05	CRT	RT
1692	otu2331	0	0	0	0	0	0.0001167228	0	8.81427e-05	0	0	9.64201e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000677354	0	0	0.0001043931	0	0	0	0	0	0	0	0	2.70356e-05	0.0001181201	7.09925e-05	0	CRT	RT
1693	otu2332	0	0	0	3.43924e-05	0	9.92144e-05	0	0	0	0	0.000131482	0	0	0	3.46402e-05	0	0	0	0	0	0	0	0	0.0004888729	0	0	0.0001069393	0	0	0	0	0	0	0	0	3.15415e-05	0.0001141828	0	0	CRT	RT
1694	otu2333	0	0	0	0	0	0.0001809204	0	0	0	0	0.0003038695	0	0	0	3.00215e-05	0	0	0	0	0	0	0	0	0.0005772234	0	0	8.14775e-05	0	0	0	5.82251e-05	2.85711e-05	0	0	0	3.60475e-05	0.0001338695	4.85738e-05	0	CRT	RT
1695	otu2335	0	0	0	0	0	4.96072e-05	0	0	0	0	5.25928e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.0003003918	0	0	4.32849e-05	0	0	0	0	0	0	0	0	0	4.72481e-05	4.48374e-05	0	CRT	RT
1696	otu2336	0	4.78078e-05	4.36794e-05	0	0	0.0005631877	0	0.0002022097	9.84429e-05	4.93204e-05	0.0012096345	0	0.0001201129	0	6.6971e-05	0	0	0	5.92027e-05	0.0008798309	0.0001090251	2.66717e-05	0.0005845982	0.002020282	7.22895e-05	0	0.0002775329	0	0	4.612e-05	9.46157e-05	7.14278e-05	0	4.07514e-05	0	0.000137431	0.0005394152	0.0002914429	4.14091e-05	CRT	RT
1697	otu2337	0	0	0	0	0	4.37711e-05	0	0	0	0	4.38273e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.0001354708	0	0	5.09235e-05	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
1698	otu2338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.83773e-05	0	0	0	0	0	0	4.31486e-05	0	0	5.51227e-05	0	0	ART	RT
1699	otu2339	0	2.95953e-05	0	0	0	0.0003326601	0	0.0001607308	0	5.67185e-05	0.0005083971	0	5.49088e-05	0	2.77122e-05	0	0	0	0	0.0006598732	0	0	0.0003136868	0.0010837664	3.89251e-05	0	0.0001858706	0	0	4.32375e-05	6.55032e-05	5.47613e-05	0	5.51343e-05	0	7.88538e-05	0.0003346737	0.0001270392	2.61531e-05	CRT	RT
1700	otu2340	0	0	0	0	0	0.0001167228	0	8.81427e-05	0	0	9.9342e-05	0	0	0	3.23308e-05	0	0	0	0	0	0	0	0	0.000500653	0	0	0.0001094854	0	0	0	4.12427e-05	0	0	6.47229e-05	0	4.28064e-05	0.0001141828	7.09925e-05	0	CRT	RT
1701	otu2341	0	0	0	0	0	0.0001167228	0	7.25881e-05	0	0	0.0002016057	0	0	0	4.38776e-05	0	0	0	0	0	0	0	0.0001711019	0.0004712028	0	0	0.0001222163	0	0	3.74725e-05	3.88167e-05	0	0	5.27371e-05	0	0	0.0001063081	8.96747e-05	7.84594e-05	CRT	RT
1702	otu2343	0	0	0	0	0	0.0001167228	0	0	0	0	0.0001957621	0	0	0	0	0	0	0	0	0	0	0	0	0.000335732	0	0	5.34696e-05	0	0	0	2.91125e-05	0	0	0	0	0	6.29974e-05	6.35196e-05	0	CRT	RT
1703	otu2344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.40237e-05	0	0	0	0	0	0	5.75314e-05	0	0	4.72481e-05	0	0	ART	RT
1704	otu2345	0	0	0	0	0	7.58698e-05	0	0	0	0	4.38273e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000170811	0	0	9.42084e-05	0	0	0	2.66865e-05	3.57139e-05	0	5.034e-05	0	0	7.08721e-05	0	0	CRT	RT
1705	otu2346	0	0	0	0	0	5.54434e-05	0	0	0	0	5.84364e-05	0	0	0	0	0	0	0	0	0	0	0	0.0001711019	0.0001825911	0	0	9.67546e-05	0	0	0	0	0	0	5.51343e-05	0	0	5.11854e-05	0	0	CRT	RT
1706	otu2347	0	0	0	0	0	6.41976e-05	0	0	0	0	9.64201e-05	0	0	0	0	0	0	0	0	0.0005278986	7.05456e-05	0	0	0.0003592921	0	0	3.81926e-05	0	0	0	0	0	0	0	0	2.25297e-05	7.48094e-05	4.85738e-05	0	CRT	RT
1707	otu2350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.69589e-05	0	0	8.24605e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
1708	otu2354	0.0002984814	9.10626e-05	9.60947e-05	0.0001352767	0.0007029207	0.0001867566	0.000127193	0.0001348065	6.78917e-05	0.0002811265	0.0001840748	0.0003044241	7.20678e-05	0.000283711	0.0002424814	0.0002610226	0.0002900561	0.0005741548	0.0008312056	0	0.0003142487	0.000604559	0	0.000164921	0.0004782231	0.0003618262	0.0001782321	0.0009359307	0.0009887199	0.0004323747	0.0007593517	5.47613e-05	0	0.0001701971	0.000602838	0.0004460874	0.0001023708	5.60467e-05	0.000239737	CRT	RT
1709	otu2356	0	3.41485e-05	0.0001980134	3.43924e-05	0	0	0	0	0	0	0	0	6.17724e-05	2.98643e-05	0	3.65432e-05	3.91346e-05	2.44321e-05	0	0	0.0001859839	0	0	8.83505e-05	3.0584e-05	0	5.34696e-05	3.34261e-05	2.37465e-05	7.49449e-05	8.24855e-05	0	2.41689e-05	0	0	0	7.48094e-05	0	2.17943e-05	CRT	RT
1710	otu2358	0	0	3.20316e-05	0	0	0	0	0	4.41296e-05	0	0	0	0	0	0	3.91534e-05	0	0	0	0	0	0	0	0.0001119107	0	0	3.81926e-05	0	0	3.17075e-05	2.66865e-05	0	0	0	0	0	0	0	0	CRT	RT
1711	otu2359	0	0	0	0	0	0	0	5.18486e-05	0	0	0	0	0	0	0	0	0	0	0	0	7.37523e-05	0	0.0001568434	0	0	0	2.54617e-05	0	0	0	2.42604e-05	0	0	0	0	0	3.93734e-05	0	0	CRT	RT
1712	otu2360	0	0	0	0	0	7.58698e-05	0	0	0	0	0.0002074494	0	0	0	0	0	0	0	0	0	0	0	0	0.000335732	0	0	3.81926e-05	0	0	0	0	0	0	0	0	0	7.87468e-05	3.73645e-05	0	CRT	RT
1713	otu2362	0	0	4.07675e-05	0	0	0	0	0	5.43133e-05	2.46602e-05	0	0	0	0	0	0.00011485	0	0	0	0	3.20662e-05	0	0.0003849793	9.42406e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
1714	otu2363	0	0	0	0	0	0	4.34318e-05	7.7773e-05	9.84429e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
1715	otu2364	0	0	8.15349e-05	0	0	0	0	0.0001036973	0.0001934913	0	0	0	0	0	0	0	0	0	0	0.0240853718	0.0004713731	0	0.0011691964	0.0002120413	0	0	5.8562e-05	4.5364e-05	0	4.90025e-05	5.5799e-05	0	0	0	0	0	7.48094e-05	0	0	CRAT	AT
1716	otu2365	0	0	7.2799e-05	6.41991e-05	0	0	0	0.0003162767	0	0	0	0	0.0001853171	0.0001144799	0	0	5.52488e-05	0	0	0.013197464	0	0	0.0010266115	0.000341622	0	0	0.0001222163	0	0	0.0001152999	0.0001285803	0	0	0	0	0	0.0002323029	0	0	CRAT	AT
1717	otu2366	0	6.82969e-05	4.36794e-05	4.58565e-05	0	0	0	0.0002125794	0.0002681721	0	8.47328e-05	0	7.54996e-05	7.46608e-05	0	0	4.83427e-05	0	0	0	8.65787e-05	0	0.0003422038	0.0002768316	8.06306e-05	0	0.0001222163	7.87901e-05	0	6.918e-05	8.24855e-05	0	0	4.31486e-05	6.9472e-05	0	0.0001141828	0	0	CRT	RT
1718	otu2367	0	0	0	0	0	0	0	0	3.39458e-05	0	0	0	0	0	0	0	0	0	0	0	5.13059e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
1719	otu2368	0	0	0	0	0	0	0	0.0002125794	4.0735e-05	5.42525e-05	0	0	0	5.97286e-05	0	6.00352e-05	9.43833e-05	0.0001246038	0	0	7.69589e-05	0	0.0004134963	0.0002120413	0	0	0.0001604089	0	0	7.78274e-05	0.0001164501	0	0	9.10914e-05	0	4.50593e-05	0.0002244282	0	7.84594e-05	CRT	RT
1720	otu2369	0	7.285e-05	0	3.43924e-05	9.0993e-05	7.58698e-05	0	7.7773e-05	0	0	0	0	0	3.48417e-05	0	4.17636e-05	0	0	0	0	0	0	0.0001996189	0	0	0	0	0	0	4.612e-05	3.39646e-05	0	0	0	0	0	5.11854e-05	0	0	CRT	RT
1721	otu2370	0	0	4.95033e-05	0	0	0	0	0	7.80754e-05	0	0	0	0	0	0	0	0	0	0	0.0088862924	0.0001475045	0	0.0005845982	0.0001236907	0	0	3.31002e-05	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
1722	otu2371	0	0	0.0001164784	3.20996e-05	0	2.91807e-05	0	7.7773e-05	0.0001086267	5.42525e-05	7.01237e-05	0	0	2.73756e-05	0	7.04761e-05	3.68325e-05	0	0	0	4.16861e-05	0	0.0006273737	0.0001178007	6.67288e-05	0	5.09235e-05	3.34261e-05	0	4.90025e-05	4.12427e-05	0	0	0	0	0	9.05588e-05	0	5.23063e-05	CRT	RT
1723	otu2372	0	0	3.20316e-05	0	0	0	0	0	0.0001154158	0	0	0	7.54996e-05	0	0	3.91534e-05	3.45305e-05	0	0	0	0.0001667442	0	0.0005275642	0.0002120413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0512e-05	CRT	RT
1724	otu2373	0	0	0.000451354	0	0	0	0	0	0.0005601063	4.19224e-05	3.50619e-05	0	0	0	0	0.0001357318	0	0	0	0	0.0004072407	0	0.0013973323	0.0002414914	0	0	4.32849e-05	0	0	5.47675e-05	0	0	0	0	0	0	4.33107e-05	0	0	CRT	RT
1725	otu2374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007699586	0.0004594227	0	0	0	0	0	0	0	0	0	5.99286e-05	0	0	0	0	0	CRT	RT
1726	otu2375	0	6.60204e-05	0	0	0	0	0	0.0002540584	0	0	0	0	0	9.20816e-05	0	0	0	0	0	0	0	0	0.000955319	0.0002945017	0	0	0.0001782321	0	0	0	0.0001358585	0	0	0	0	0	0.0002874256	0	0	CRT	RT
