	otus	S2441YD	S2441YG	S2442YD	S2442YG	S2443YD	S2443YG	S2444YD	S2444YG	S2445YD	S2445YG	S2446YD	S2447YD	S2447YG	S2451YD	S2451YG	S2452YD	S2452YG	S2453YD	S2453YG	S2454YD	S2455YD	S2455YG	S2456YD	S2456YG	S2457YD	S2461YD	S2461YG	S2462YD	S2462YG	S2463YD	S2463YG	S2464YD	S2464YG	S2465YD	S2465YG	S2466YD	S2466YG	S2467YD	S2467YG	taxa	staxa
1	otu2	5.05122e-05	7.96797e-05	0.0003203157	0.000685555	0.000245681	0.0007090913	0.0001178862	9.85124e-05	0.0002206479	0.000224408	0.0001607002	3.40773e-05	9.60903e-05	2.73756e-05	6.46617e-05	0.0004411282	0.0004120639	5.86371e-05	0.0001610313	0	5.45125e-05	0.0001822567	0	9.42406e-05	0.0002446723	0	0	2.38758e-05	3.8858e-05	4.0355e-05	5.3373e-05	0	0	0	0.0001187748	3.15415e-05	0	0	3.48708e-05	CRT	RT
2	otu5	0	0	0	0	0	0	0	0	0	0	4.9671e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42604e-05	0	0	0	0	0	3.93734e-05	0	0	ART	RT
3	otu8	0	0	3.20316e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.91346e-05	0	0	0	0	0	0	8.83505e-05	0	0	3.05541e-05	0	0	3.17075e-05	0	0	0	0	0	0	4.72481e-05	0	0	ART	RT
4	otu10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.29576e-05	0	0	0	0	0	0	ART	RT
5	otu13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17055e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
6	otu14	0	0	0	0	0	0	0	0	4.0735e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
7	otu19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001236907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
8	otu21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002061512	0	0	4.58311e-05	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
9	otu24	0	0	0	0	0	4.96072e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002297114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
10	otu31	0	0	0	0	0	0	0	0	0	0	0.0001256384	0	0	0	0	0	0	0	0	0	0	0	0	0.000176701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
11	otu40	0	0	0	3.43924e-05	0	0	0	8.29578e-05	0	0	0	0	0	3.98191e-05	2.54028e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
12	otu44	0	0	0	0	0	5.25253e-05	0	0	0	0	4.38273e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.0001354708	0	0	4.83773e-05	0	0	0	0	0	0	0	0	0	5.51227e-05	0	0	CRT	RT
13	otu46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17636e-05	4.37386e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
14	otu47	0	0	0	0	0	6.71156e-05	0	0	0	0	0.0001256384	0	0	0	0	0	0	0	0	0	0	0	0	0.0002238213	0	0	3.56464e-05	0	0	0	3.39646e-05	0	0	0	0	0	6.69347e-05	0	0	CRT	RT
15	otu50	0	0	0	0	0	0.0001108867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001236907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
16	otu51	0	0	0	0	0	0.0001021325	0	0	0	0	0.0002688077	0	0	0	0	0	0	0	0	0	0	0	0	0.0002709416	0	0	3.56464e-05	0	0	0	0	0	0	0	0	2.70356e-05	7.48094e-05	7.09925e-05	0	CRT	RT
17	otu52	0	0	0	0	0	4.66891e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000329842	0	0	3.81926e-05	0	0	0	0	0	0	0	0	0	6.69347e-05	5.23103e-05	0	CRT	RT
18	otu55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.86371e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
19	otu58	0	0	0	0	0	9.62963e-05	0	0	0	0	0.0001694657	0	0	0	0	0	0	0	0	0	0	0	0	0.0002179313	0	0	5.60158e-05	0	0	0	0	0	0	0	0	0	0.0001141828	4.85738e-05	0	CRT	RT
20	otu59	0	0	0	0	0	4.0853e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002179313	0	0	3.56464e-05	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
21	otu68	0	0	0.0001223024	0	0	0	0	0	0.0002885396	6.65826e-05	0	0	0	0	0	0.0001801056	0	0	0	0	6.7339e-05	0	0.0032224194	0.0001001306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
22	otu69	0	0	0	0	0	4.0853e-05	0	0	0	0	3.79837e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.0001884811	0	0	2.80079e-05	0	0	0	0	0	0	0	0	0	7.08721e-05	4.48374e-05	0	CRT	RT
23	otu71	0	0	0	0	0	3.79349e-05	0	0	0	0	6.42801e-05	0	0	0	0	0	0	0	0	0.0009018267	0	0	0.0013402983	0.0003239519	0	0	3.31002e-05	0	0	0	0	0	0	0	0	3.83004e-05	0.0002165536	0	0	CRT	RT
24	otu72	0	0	0	0	0	0.0001021325	0	0	0	0	0.0003214005	0	0	0	0	0	0	0	0	0	0	0	0	0.0003887423	0	0	6.36543e-05	0	0	0	0	0	0	0	0	0	0.0001102455	8.22018e-05	0	CRT	RT
25	otu75	0	0	0	0	0	5.25253e-05	0	0.0001659157	0	0	4.9671e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.0004476427	0	0	5.8562e-05	0	0	0	4.12427e-05	0	0	6.23257e-05	0	0	0.0001259948	0	0	CRT	RT
26	otu78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001060206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
27	otu80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.65705e-05	0	0	0	0	0	0	0	0	0	0	0	0	7.08721e-05	0	0	ART	RT
28	otu82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001236907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
29	otu85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000176701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
30	otu90	0	0	0	0	0	7.00337e-05	0	0	0	0	0.0001694657	0	0	0	0	0	0	0	0	0	0	0	0	0.0002414914	0	0	6.36543e-05	0	0	0	0	0	0	0	0	0	0.0001063081	0	0	CRT	RT
31	otu93	0	0	0	0	0	5.25253e-05	0	0	0	0	5.84364e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.0002002612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
32	otu98	0	0	0	0	0	0	3.4125e-05	0	0	0	0	0	0	0	3.46402e-05	0	2.53224e-05	0	0	0	3.84794e-05	0.000131136	0	0	0	0	0	0	4.10168e-05	0	2.66865e-05	0	0	0	0	0	0	0	0	CRT	RT
33	otu104	0	0	0.0002824602	0	0	0	0	0	0.0001357833	0	5.84364e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
34	otu107	0	0	0	0	0	0.0002567903	0	8.81427e-05	0	0	0.0005726772	0	6.8636e-05	0	2.54028e-05	0	0	0	3.55216e-05	0	0	0	0.0001853604	0.0010248661	0	0	0.0001655012	0	0	0	5.3373e-05	5.71422e-05	0	4.31486e-05	0	7.88538e-05	0.0002165536	9.71476e-05	0	CRT	RT
35	otu108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008798309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
36	otu114	0	0	0	0	0	5.25253e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
37	otu122	0	0	0	0	0	3.20988e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000164921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
38	otu124	0	0	0	4.12709e-05	0	3.79349e-05	0	0	0	2.21942e-05	0	2.95337e-05	0	4.23078e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
39	otu132	0	0	0	0	0	5.25253e-05	0	0	0	0	0.0001081074	0	0	0	0	0	0	0	0	0	0	0	0	0.0002709416	0	0	0	0	0	0	0	0	0	0	0	0	0.0001417442	0	0	CRT	RT
40	otu135	0	0	0	0	0	9.62963e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002297114	0	0	0	0	0	0	0	0	0	0	0	8.11068e-05	6.69347e-05	0	0	CRT	RT
41	otu136	0	0	0	0	0	6.71156e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002709416	0	0	0	0	0	0	0	0	0	0	0	0	0.0001141828	8.22018e-05	0	CRT	RT
42	otu146	0	0	0	0	0	0.0001371493	0	0	0	0	0.0003360096	0	0	0	0	0	0	0	0	0	0	0	0	0.0003887423	0	0	6.11082e-05	0	0	0	0	0	0	0	0	0	9.84334e-05	7.4729e-05	0	CRT	RT
43	otu147	6.88803e-05	8.8786e-05	0	0.0002499181	0	6.41976e-05	8.99658e-05	0	0	7.39807e-05	8.1811e-05	0	0	8.46156e-05	0.0001939851	9.91886e-05	0.0001910687	0	6.6307e-05	0	5.13059e-05	4.88982e-05	0	0.0001295808	0	0	0	0	3.8858e-05	0	5.82251e-05	0	0	0	0	0	0.0001023708	0	0	CRT	RT
44	otu150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00215e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
45	otu155	0	0	0	2.75139e-05	0	0	0	0.0002022097	0	0	0	0	8.92267e-05	5.47512e-05	0	0	2.76244e-05	4.39778e-05	0	0	0	0	0.0005988567	0.0001531409	0	0	9.93007e-05	0	0	9.22399e-05	9.94678e-05	0	0	0	0	0	0.0001338695	0	5.44857e-05	CRT	RT
46	otu157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.65705e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
47	otu158	0	0	0	0	0	2.91807e-05	0	0	0	0	8.1811e-05	0	0	0	0	0	0	0	0	0	0	0	0.0002851699	0.000329842	0	0	4.07388e-05	0	0	0	3.15386e-05	0	0	0	0	0	5.51227e-05	5.60467e-05	0	CRT	RT
48	otu159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.47904e-05	0	0	3.05541e-05	0	0	0	0	0	0	0	0	0	6.29974e-05	0	0	ART	RT
49	otu160	0	0	0	0	0	0	0	0	0	0	0	4.77083e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
50	otu161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001165776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
51	otu162	0	0	0	0	0	5.54434e-05	0	0	0	0	6.72019e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.0001884811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
52	otu165	0	0	0	0	0	8.1706e-05	0	0.0001036973	0	0	8.76547e-05	0	5.1477e-05	2.73756e-05	0	0	0	0	0	0	0	0	0	0.0004005224	0	0	7.12928e-05	0	0	0	3.88167e-05	0	0	0	0	0	8.66214e-05	4.11009e-05	0	CRT	RT
53	otu166	0	0	0	0	0	3.50169e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002827217	0	0	0	0	0	0	0	0	0	0	0	0	3.93734e-05	0	0	CRT	RT
54	otu171	0	0	0	0	0	5.25253e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000164921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
55	otu175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.06804e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
56	otu179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001413608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
57	otu185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002002612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
58	otu186	0	0	0	0	0	0.0001721662	0	0	0	0	0	0	0	0	0	4.43738e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
59	otu187	0	0	0	0	0	9.04602e-05	0	0	0	0	0.0003301659	0	0	0	0	0	0	0	0	0	0	0	0	0.0002945017	0	0	4.58311e-05	0	0	0	0	0	0	0	0	0	8.66214e-05	0	0	CRT	RT
60	otu190	0	0	3.20316e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
61	otu191	0	0	0	0	0	7.00337e-05	0	0	0	0	3.214e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.0002002612	0	0	4.07388e-05	0	0	0	0	0	0	0	0	0	6.69347e-05	0	0	CRT	RT
62	otu199	0	0	0.0002562526	0	0	0	0	0	0.0001086267	0	0.0001139511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
63	otu205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001112147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
64	otu207	0	0	0	5.96135e-05	0	3.20988e-05	0	0	0	0	0	0	0	4.97739e-05	3.92589e-05	3.39329e-05	2.99264e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
65	otu210	0	0	0	7.79561e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
66	otu211	0	0	0.0001572459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001475045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
67	otu214	0	0	0.0001077426	0	0	0	0	0	0.0002478046	5.17865e-05	0	0	5.1477e-05	0	0	0.0002140385	0	0	2.84173e-05	0	0.0001282648	0	0.0009980945	9.42406e-05	0	0	0	0	0	3.74725e-05	0	0	0	0	0	0	0	0	0	CRT	RT
68	otu215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001223361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
69	otu217	0	0	8.15349e-05	0	0	0	0	0	0.0001697292	7.15146e-05	0	0	0	0	2.30935e-05	0.0001305113	0	0	0	0	7.37523e-05	0	0	0	0	0	0	0	0	6.62975e-05	0	0	0	0	0	0	0	0	0	CRT	RT
70	otu219	0	0	0	0.0001467409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
71	otu220	0	0	0	0	7.27944e-05	0	0	0	0	0	2.92182e-05	4.77083e-05	7.20678e-05	0	2.77122e-05	0.0001305113	7.82691e-05	0	8.05156e-05	0	0	2.88944e-05	0	0	0.0001890649	0	0	3.10385e-05	7.98747e-05	0	0	0	0	0	0	0	0	0	0	CRT	RT
72	otu221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.83378e-05	0	0	0	0	0	0	ART	RT
73	otu222	0	0	0	2.98067e-05	0	0	0	7.7773e-05	0	0	0	0	0	0	0	0	2.53224e-05	0	0	0	3.52728e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
74	otu223	0	0	0	0	0	0	0	0	3.73404e-05	0	0	0	0	0	0	0	0	0	0	0	5.13059e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
75	otu226	0	0	0	0	0	0	0	0	0	3.20583e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
76	otu228	0	0	0	0	0	0	0	0	0.0001052321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.11009e-05	0	CRT	RT
77	otu230	0	0	3.78555e-05	0	0	0	0	0	0.0001052321	2.95923e-05	0	0	0	0	0	9.13579e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
78	otu233	0	0	2.91196e-05	4.35637e-05	2.27482e-05	0	0	0	0	0	0	3.8621e-05	0	3.98191e-05	0	0	0	0	0	0	0	0	0	0	4.17055e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
79	otu234	0	0	7.5711e-05	0	4.09468e-05	0	0	0	0.0001154158	0	5.55146e-05	0	0	0	0	0	0	8.30692e-05	0.0003410074	0	0	0	0.0002138774	6.47904e-05	6.95092e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
80	otu235	0	0	0.0004571779	4.12709e-05	0	0	0	0	0.0001934913	0	5.55146e-05	0	0	0	0.0001039206	3.91534e-05	0	0	3.31535e-05	0	4.80993e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
81	otu236	0	0	0.0001223024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09258e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
82	otu237	0	0	0	0	0	0	0	0	4.41296e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
83	otu241	0	3.18719e-05	0	0	5.2321e-05	0.0005398432	0	0	0	0	0	4.99801e-05	5.1477e-05	0	0	0.0001435624	4.60407e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
84	otu250	0	0	0	2.75139e-05	0	8.46241e-05	0	0	8.82592e-05	0	0	0	0	0	0	3.65432e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
85	otu254	0	0	0	0	0	0	4.34318e-05	0	0	7.64467e-05	0	9.54165e-05	3.77498e-05	0	0	3.91534e-05	2.30203e-05	0	0	0	0	0	0	0	3.33644e-05	0	0	0	0	0	0	0	0	0	0	4.73123e-05	0	0	0	ART	RT
86	otu259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6421e-05	0	0	0	0	0	0	0	0	0	0	0	3.459e-05	0	0	0	0	0	0	0	0	0	ART	RT
87	otu263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46514e-05	0	0	0	0	ART	RT
88	otu271	0	0	0	0	0	0	3.10227e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
89	otu272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000483907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
90	otu273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002566529	0	0	0	0	0	0	0	0	0	0	0	0	0	9.44961e-05	0	0	CRT	RT
91	otu278	0	3.18719e-05	0	0	0	0	0	0	0	7.89127e-05	0	3.63491e-05	0	5.47512e-05	4.15682e-05	0	0	4.6421e-05	3.78897e-05	0	0	0	0	0	0	0	6.36543e-05	0	0	0	3.63907e-05	0	0	0	0	9.91305e-05	0	0	6.1024e-05	ART	RT
92	otu282	0	0	0	0	0	0.0001925927	0	0	0	0	0	0	0	0	0	6.00352e-05	2.53224e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
93	otu283	0	0	0	0	0	5.25253e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.89251e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
94	otu293	0	0	0	0	0	0	3.72272e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
95	otu294	0	2.95953e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86509e-05	0	2.8825e-05	6.06511e-05	0	0	0	0	0	5.11854e-05	0	0	ART	RT
96	otu296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013857337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
97	otu298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003707208	0	0	0	0	0	0	0	0	0	0	0	0	0	4.72481e-05	0	0	CRT	RT
98	otu303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.2992e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
99	otu310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001711019	7.65705e-05	0	0	6.11082e-05	0	0	0	3.63907e-05	0	0	0	0	0	7.87468e-05	0	0	CRT	RT
100	otu311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016716788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
101	otu313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.83505e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
102	otu317	0	0	6.98871e-05	0	0	0	0	0	0.0001120213	3.45243e-05	0	0	0	0	0	0.000138342	0	0	0	0	0	0	0.0001425849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
103	otu319	0	0	0	0	0	6.41976e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002212568	0	0	0.0003887423	0	0	0	0	0	0	0	0	0	0	0	4.28064e-05	0	0	0	CRT	RT
104	otu321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.84794e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
105	otu323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42604e-05	0	0	0	0	0	0	0	0	ART	RT
106	otu330	0	0	0	3.8978e-05	0	0	0	0	0	0	0	4.77083e-05	5.1477e-05	2.73756e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
107	otu332	0	0	4.95033e-05	0	2.50231e-05	0	0	0	9.84429e-05	5.17865e-05	0	0	0	2.73756e-05	0	0.0001644443	8.74772e-05	0	2.60492e-05	0	6.09258e-05	0	0.000898285	0	2.78037e-05	3.61826e-05	5.60158e-05	5.25267e-05	0	0.0001758324	0.0001504147	0	0	0	9.63644e-05	0	0	0	0	CRT	RT
108	otu343	0	0	5.24153e-05	0	0	0	0	0	9.50483e-05	0	0	0	0	0	0	0	0	0	0	0.002815459	0.0001250582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
109	otu346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002859451	0	0	0	0	0	0	0	4.29764e-05	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
110	otu347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53224e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.39646e-05	0	0	0	0	0	0	0	0	ART	RT
111	otu352	0	0	0	2.52211e-05	3.18475e-05	0	0	0	0	0	0	6.3611e-05	0	2.73756e-05	0	0	0	0	0	0	0	0	0	0	4.17055e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
112	otu353	0	0	0	0	2.72979e-05	0	0	0	0	0	0	3.63491e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.44857e-05	ART	RT
113	otu364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001090251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
114	otu370	0	0	0	0	0	0	3.72272e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
115	otu373	2.75521e-05	5.00844e-05	0	0	0	3.20988e-05	0	0	3.73404e-05	4.43884e-05	0	2.95337e-05	0	3.98191e-05	0	0	0	0.0001588088	4.4994e-05	0	0	0	0	0	6.39484e-05	0	4.83773e-05	3.10385e-05	0	0	2.91125e-05	2.85711e-05	0	2.39714e-05	0	3.15415e-05	0	0.0001868224	3.0512e-05	CRT	RT
116	otu379	0	0	2.91196e-05	5.96135e-05	5.68706e-05	7.87879e-05	0	0	5.43133e-05	9.86409e-05	0.0006194263	0.0001567557	5.1477e-05	0	6.0043e-05	6.52557e-05	4.60407e-05	3.17618e-05	4.02578e-05	0	7.69589e-05	3.1117e-05	0	0.0015019589	6.67288e-05	0	0	0	0	0	0	0	0	0	0	0.0001599606	0	0	0	CRT	RT
117	otu380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.13075e-05	2.60492e-05	0	0	0	0	0	0	0	0	0	0	0	2.66865e-05	0	0	0	0	0	0	6.72561e-05	0	ART	RT
118	otu381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33644e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
119	otu383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.89461e-05	3.31002e-05	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
